node_id,level,n_leaves,label,top_dishes
N78299,0,1841,fish dishes,fish taco; chips fish; grilled salmon; salmon teriyaki; fish sandwich; grilled tilapia; ancho salmon; fish fried
N77983,1,204,shrimp noodle dishes,chow mein shrimp; pad shrimp thai; fun mei shrimp; chow fun mei shrimp; bowl pad shrimp thai; roll shrimp spicy; shrimp style szechuan; noodles pasta shrimp
N77938,1,138,dumplings and rolls,egg foo pork young; potstickers; egg roll; gyoza plate; bbq korean meatballs; egg pork roll; gyoza; kra pad pow
N77241,2,228,burrito varieties,burrito chicken chipotle grilled ranch; bean black quesarito; bean black burrito quesarito; chimichanga; burrito california; bowl burrito classic; southwest wrap; burrito super
N78008,1,130,pork dishes,moo pork shu; chow mein pork; pork teriyaki; broccoli pork roast; peas pork roast snow; grilled pork sandwich; broccoli pork; mixed pork vegetables
N78071,1,300,rice and legume dishes,beans black; dal makhani; beef brisket corned sub; rice steamed; dal tadka; caldo de res; plain rice; dosa plain
N78153,1,168,breakfast sandwich variations,bacon biscuit cheese egg; biscuit cheese egg sausage; cheese croissan egg ham wich; bacon breakfast jack; breakfast sandwich ultimate; breakfast jack sausage; biscuit sausage; biscuit egg sausage
N77957,1,155,breakfast toast sandwiches,french toast; breakfast loaded sandwich; french sticks toast; banana french strawberry toast; bacon breakfast toaster; french original our toast; blueberry french fresh toast; bacon breakfast cheesy egg melt
N75626,2,18,cheese stuffed tortillas,quesadilla sincronizada; burrito con queso rajas; alambre quesadilla; poblana quesadilla; chicken de pollo quesadilla sincronizada; campechano quesadilla; de plato quesadilla; baleada con pollo
N78156,1,191,fried comfort foods,corn dog; biscuits gravy; shrimp tempura; tempura vegetable; fried pickles; shrimp tempura vegetable; bacon waffle; cheese crust free gluten pizza thin
N78046,1,153,pork dishes,fried pork rice; hawaiian luau pizza; chile plate verde; bowl burrito pork spicy; bowl pork; curry pork; bowl carnitas; grilled plate pork rice
N77923,1,152,pork belly dishes,cooked pork twice; chicharron taco; cooked pork; belly pork; belly braised pork; belly pork taco; bowl chashu pork; chashu don pork
N77374,2,139,Mexican breakfast dishes,chilaquiles; chilaquiles plate; chilaquiles taco; pollo ranchero; chipotle enchiladas; chicken chilada platter; papa ranchera taco; rancheros taquitos
N77368,2,312,Mexican-inspired chicken dishes,soft supreme taco; chalupa cheddar toasted; california chicken sandwich; crispy taco; avocado chicken chipotle melt sandwich; crispy plate taco; chicken grilled taco; barbacoa chicken enlightened fire roasted
N78086,1,359,spiced chicken dishes,gyro sandwich; chicken tandoori; curry massaman; asado pollo; biryani egg; en mole pollo; biryani chicken dum; fried kimchi rice
N76255,2,20,turkey sub sandwiches,oven roasted sandwich sub turkey; avocado baja sandwich sub turkey; club subway wrap; bowl club subway; avocado baja sandwich sliced turkey; breast sub turkey; avocado cali fresh sandwich sliced turkey; cheese sub turkey
N76895,2,160,burrito varieties,burrito supreme; burrito quesarito; burrito chicken; burrito fajita; bowl burrito fajita poblano spicy; burrito deluxe; big burrito; burrito mexicano
N78173,1,135,turkey and chicken dishes,burger turkey; sandwich slider turkey; all natural roasted turkey; meatball spicy sub sweet; burger grilled turkey; burger enlightened turkey; chicken kabab seekh; patties sausage turkey
N75170,2,19,linguine pasta dishes,bowl leanguini lemon parm; leanguini lemon parm pasta; linguine pasta positiano; linguine; chicken scampi; chicken linguine pasta; chicken pasta scampi; alfredo linguine pasta
N77394,2,100,Mexican tostada dishes,bean black chalupa supreme; tostadas; chicken tostada; bean taco; crunchtada tostada; fajita salad taco; fajita salad; taco tostada
N77400,2,36,tortellini pasta dishes,cheese pasta pesto tortelloni; cheese pasta rosa tortelloni; cream garlic pasta roasted tortelloni; baked pasta tortellini; marinara pasta tortellini; baked cheese tortelloni; alfredo cheese pasta tortellini; pasta spinach tortellini
N74576,2,31,caesar salad variations,caesar chicken salad; caesar salad; caesar classic salad; brisbane caesar salad; bowl caesar tahini; caesar chicken grilled salad; blackened caesar chicken; caesar gf salad
N77382,2,65,egg mexican dishes,migas taco; mexican omelette; country egg taco; egg la mexicana taco; jalisco omelet; omelette taco; fajita omelette; omelette ranchero
N78091,1,62,chicken tenders dishes,chicken platter tender; basket chicken tender; spicy tenders; all drums wings; chicken platter ribs tender; chicken fried southern; chicken cut prime tenders; platter tenders
N77258,2,51,mixed meat dishes,grill mixed; chop house special suey; chicken pork teriyaki; combination hunan; combination sour sweet; enchiladas mixtas; chop combination suey; combination roll sushi
N76878,2,19,rigatoni pasta dishes,cauliflower pasta rigatoni rosa; baked pasta rigatoni; chicken pasta rigatoni spicy; alla pasta rigatoni vodka; pasta rigatoni stuffed; arabiata pasta rigatoni; alla pasta rigatoni romana; nocerina pasta rigatoni
N77329,2,67,cheesy chicken mac dishes,bacon bowl chicken ranch; bbq mac melt sandwich; buffalo chicken mac; bbq chicken mac; baker cheese chicken spinach; buffalo chicken mac stack; buffalo cheese chicken mac pizza; cheese chipotle mac twisted
N76214,2,235,chicken fajita dishes,chicken fajita; chicken fajita taco; fajita taco; fajita plate; burrito chicken fajita; chicken fajita plate; fajita mixed; enchiladas fajita
N76981,2,67,turkey sandwich varieties,bacon ranch roast sandwich turkey; provolone sub turkey; club sandwich turkey; bacon bravo sandwich turkey; reuben sandwich turkey; sandwich swiss turkey; cheese ham sub turkey; club sub turkey ultimate
N75518,2,81,cheesesteak chicken subs,chicken philly; cheese chicken chipotle steak sub; buffalo cheese chicken steak sub; big cheese chicken kahuna steak sub; bacon cheese chicken ranch steak sub; cheese chicken portabella steak sub; cheese chicken steak; firehouse hero sub
N77375,2,205,quesadilla variations,cheesy roll up; chicken quesadilla; chicken fajita quesadilla; fajita quesadilla; plate quesadilla; chicken grilled quesadilla; quesadilla taco; burrito chicken queso
N75625,2,67,chicken-based sandwiches,club sandwich sub subway; chicken classic roast sandwich; almond chicken napa salad sandwich; milanesa torta; breast chicken sandwich; kickin sandwich; cueban plate sandwich; chicken original sandwich
N76198,2,55,chicken stuffed pastries,empanadas; chicken empanada; chicken momo; chicken chili momo; chicken fried momo; calzone chicken fajita; chicken momo steamed; chicken roti
N76672,2,36,low-carb cauliflower dishes,bowl burrito keto; bowl burrito paleo; bowl cauliflower rice; bowl cauliflower chicken rice; cauliflower sandwich; cauliflower crust pesto pizza; cauliflower crust pizza white; cauliflower wrap
N77063,2,140,chicken club sandwiches,club sub; all american bowl club; all american club wrap; chicken club sandwich; asiago chicken classic club ranch; asiago club ranch spicy; asiago club grilled ranch; blt chicken crispy
N77345,2,203,fried chicken bites,handcrafted tenders; chicken tenders; chicken nuggets spicy; chicken crispy nuggets; chicken fried; mcnuggets; chicken strips; chicken crispy tenders
N77097,2,101,chicken mushroom dishes,gai goo moo pan; chicken marsala; chicken mushroom; black bleu burger; chicken marsala pasta; chicken supreme; aristocrat chicken; chicken la madeleine
N73939,2,44,pasta spaghetti dishes,pizza works; chicken parmesan pasta spaghetti; de pollo saltado tallarin; chicken parmigiana spaghetti; greek pasta spaghetti; chicken pasta spaghetti; chicken parmesan spaghetti; kung pao pasta spaghetti
N76937,2,71,chicken sandwiches,chicken sandwich; chicken salad sandwich; chicken salad sandwich signature; plate sandwich westerner; chicken steak; breast chicken classic sandwich; sandwich smokehouse; bacon cheddar chicken grilled sandwich
N76209,2,25,chicken biscuit dishes,biscuit cheese chicken egg; biscuit chick chicken fil; biscuit chicken spicy; biscuit butter chicken honey; biscuit chicken honey hot; biscuit sandwich; biscuit bowl chicken gravy; biscuit chicken
N77309,2,105,pasta pesto dishes,italian original sub; pasta primavera; cavatappi pasta pesto; chicken pasta pesto; broccoli chicken pasta; bowl gluten mac pipette sensitive; pasta pesto; chicken pesto
N77364,2,32,smoked turkey dishes,breast smoked sub turkey; sandwich smoked turkey; classic sandwich smoked turkey; burger house smoke; avocado brioche cheddar egg sandwich smoked turkey; club sandwich smoked turkey; avocado breakfast burrito cheddar egg smoked turkey; breast chicken sandwich smoked
N76784,2,102,chicken panini sandwiches,italian melt sandwich; chicken frontega sandwich toasted; chicken pesto sandwich; chicken chipotle; caesar chicken sandwich; chicken panini sandwich; chicken panini pesto sandwich; chicken portabella sandwich
N76623,2,78,chicken sandwich varieties,chicken sandwich spicy; chicken honey hot sandwich; chicken classic sandwich; buffalo chicken ranch sandwich; bbq chicken sandwich smokehouse; chicken sandwich spicy whatameal; buffalo ranch sandwich; chick chicken club fil grilled sandwich
N77307,2,65,turkey wrap dishes,cali fresh turkey wrap; bowl cali fresh turkey; avocado baja turkey wrap; avocado baja bowl turkey; italiano turkey wrap; bowl italiano turkey; gyro sandwich turkey; bacon ranch sub turkey
N77277,2,15,rotisserie chicken dishes,chicken rotisserie; bacon chicken ranch rotisserie sandwich; chicken rotisserie wrap; arepa catira; chicken rotisserie taco; arepa la pelua; chicken platter rotisserie; chicken quesadilla rotisserie
N77294,2,49,Thai fried rice dishes,basil fried rice; basil fried rice spicy; fried rice tom yum; gra pad prow; burnt chili fried garlic rice; beef fried pineapple rice; basil fried rice spicy thai; gratiem pad prik thai
N77475,2,86,grilled chicken dishes,italian melt sandwich spicy; chicken marinated plate; chicken kebab; chicken kebab plate; grill mixed tandoori; chicken philly pizza; shish taouk; athenian pizza
N75953,2,71,sandwich subs,italian sandwich spicy sub; chicken rotisserie sandwich style sub; bacon chicken ranch sandwich sub; all american club sandwich sub; chicken honey mustard rotisserie sandwich style sub; bacon chicken melt ranch sandwich; chicken oven roasted sandwich sub; sub super
N75964,2,45,Cajun rice dishes,jambalaya; jambalaya orleans; bourbon chicken shrimp street; gumbo; chicken gumbo sausage; provencal rice; catfish fried jambalaya; bowl gumbo
N76300,2,34,tortellini pasta dishes,cheese pasta tortellini; pasta tortellini; alfredo pasta tortellini; alla panna tortellini; pasta special tortellini; panna pasta tortellini; cheese tortellini; creme la pasta tortellini
N76386,2,69,chicken parmesan dishes,chicken parmesan; chicken parmigiana; chicken parmesan pasta; chicken parm sub; parmigiana pollo; caprese chicken; alla parmigiana pollo; chicken grilled parmesan steak
N77523,2,295,mediterranean chicken wraps,gyro plate; greek gyro sandwich; chicken gyro; chicken sandwich shawarma; chicken plate shawarma; gyro wrap; chicken shawarma wrap; chicken enlightened mediterranean pita tacos
N76869,2,85,torta sandwiches,torta; chicken torta; mexicana torta; chicken fajita torta; taco torta; chicken monterey ranch torta; chilanga torta; hechizera la torta
N77160,2,103,chicken dishes,chicken hibachi; don katsu; pollo saltado; bowl chicken protein; bowl chicken katsu; bento chicken; chicken firecracker; hawaiian pizza super
N77200,2,70,chicken salad dishes,cobb salad; chicken crispy salad; chicken greek salad; chicken lettuce signature wraps; de ensalada pollo; asian chicken chopped gf salad; chicken club crispy salad; chang chicken free gluten lettuce wraps
N77238,2,101,chicken crispy sandwiches,chicken crispy sandwich; chicken classic crispy sandwich; big chicken crispy mouth sandwich; bleu chicken cordon; chicken crispy sandwich tender; chicken sandwich tender; breaded chicken hand sandwich; burger chicken crispy
N77422,2,101,chicken egg dishes,chicken little sandwich; chicken egg foo young; chicken fajita omelette; hook ladder sub; cheese chicken egg muffin; chicken dumplins; benedict country; free gluten great white
N77321,2,117,pasta penne dishes,italian spicy wrap; bowl italian spicy; pasta penne; pasta penne rosa; cheese chicken pasta penne; pasta penne pesto; ala pasta penne vodka; pasta rasta
N77435,2,174,chicken fusion dishes,chicken kabob; masala tikka; chicken hibachi steak; chicken hibachi shrimp; chili sweet wings; chili pizza sweet; gyro over rice; curry masala tikka
N77397,2,163,curry chicken dishes,chicken curry; curry green; curry red; curry panang; curry yellow; curry pineapple; khing pad prik; chicken curry onion
N76037,2,79,chicken rice dishes,chicken kabob plate; chicken over rice shawarma; bowl chicken shawarma; chicken plate tikka; butter chicken rice; chicken kabob over rice; masala tikka vegetable; kabob palau
N76720,2,81,chicken teriyaki dishes,bowl chicken teriyaki; chicken drover platter ribs; bowl teriyaki; bento chicken teriyaki; sandwich signature zaxby; honeybaked sandwich; chicken rice spicy; chicken plate teriyaki
N77079,2,71,chicken bean dishes,chicken chop suey; beans chicken string; chicken chili; bean chicken green; chicken southwest spicy; bean string style szechuan; chicken southwest; chop suey
N78129,1,308,noodle dishes,chicken lo mein; lo mein shrimp; lo mein vegetable; chicken chow mein; lo mein pork; chow mein vegetable; lo mein pork roast; house lo mein special
N77014,2,111,pasta dishes,cajun chicken pasta; cheezy pizza white; chicken pasta queensland ribs shrimp; carbonara chicken; carbonara chicken pasta; jambalaya pasta; cajun pasta; chicken diablo
N68926,2,15,turkey breast dishes,jamaican jerk sub turk turkey; breast turkey wrap; breast oven roasted turkey; breast cheese sandwich turkey; breast roasted turkey; bacon grilled sandwich turkey; breast cold signature sliced sub turkey; steak turkey
N77342,2,230,chicken dishes,chicken oven roasted wrap; bowl chicken oven roasted; bacon chicken roast swiss; chicken grilled plate; cheddar chicken deluxe; burger pepper smoke; basket chicken strip; bbq buffalo chicken drizzle homestyle pizza ranch
N77392,2,74,Thai fried rice dishes,fried rice thai; fried pasta rice thai; curry fried rice yellow; curry fried green rice; basil fried pasta rice; basil fried rice thai; chicken fried rice thai; khao pad
N78150,1,270,beef noodle dishes,beef lo mein; beef szechuan; beef chow mein; beef yakisoba; beef chow fun mei; beef fun mei; beef pad thai; beef style szechuan
N76573,2,66,Italian baked pasta dishes,bowl italian; baked pasta; pasta trio; chicken marinara pasta; baked pasta penne; chicken manicotti pasta; baked manicotti; italiano pizza texano
N77212,2,155,chicken and burger dishes,chicken grilled sandwich; bacon chicken ranch wrap; buffalo chicken sandwich slider; burger chicken; burger buttery cheese classic jack swiss; chicken sandwich slider; chicken classic grilled sandwich; chicken grilled sandwich whatameal
